70-01-01/03-00-00.000,emp,emp,emp,emp,emp,emp,emp,emp
24-01-23/19-57-41.598,7.415,7.416,106.3,96.6,26.55,26.56,52.993,2.052
24-01-23/19-57-43.806,7.416,7.418,25.1,6.4,26.56,26.57,12.396,25.199
24-01-23/19-57-47.767,7.416,7.418,299.6,13.6,26.57,26.58,0.752,95.253
24-01-23/19-57-50.812,7.416,7.418,299.6,13.6,26.57,26.58,13.424,97.364
24-01-23/19-57-53.343,7.419,7.422,20.2,14.6,26.58,26.59,35.930,4.180
24-01-23/19-57-56.790,7.420,7.421,31.9,11.3,26.58,26.59,35.930,0.399
24-01-23/19-57-59.778,7.420,7.421,30.1,6.1,26.58,26.59,169.746,8.157
24-01-23/19-58-02.722,7.421,7.422,47.5,13.3,26.58,26.59,169.944,0.399
24-01-23/19-58-05.304,7.421,7.422,55.8,13.3,26.58,26.59,180.592,14.474
24-01-23/19-58-08.570,7.421,7.422,30.9,34.8,26.58,26.59,174.950,14.474
24-01-23/19-58-11.645,7.418,7.419,1.8,9.6,26.58,26.59,174.950,7.011
24-01-23/19-58-14.522,7.420,7.421,13.6,5.3,26.60,26.61,19.002,24.252
24-01-23/19-58-17.255,7.420,7.421,17.0,5.3,26.60,26.61,19.798,24.252
24-01-23/19-58-20.220,7.419,7.420,21.7,45.2,26.58,26.59,302.806,8.210
24-01-23/19-58-23.450,7.418,7.420,21.8,13.3,26.58,26.59,236.696,8.210
24-01-23/19-58-26.665,7.418,7.420,13.6,47.3,26.57,26.58,22.649,138.995
24-01-23/19-58-29.405,7.417,7.418,39.6,1.0,26.57,26.58,22.649,139.308
24-01-23/19-58-32.749,7.417,7.419,35.4,56.4,26.56,26.57,3.190,144.752
24-01-23/19-58-35.677,7.416,7.417,130.3,21.5,26.55,26.56,13.808,139.912
24-01-23/19-58-38.908,7.417,7.418,6.7,22.8,26.55,26.56,13.808,139.912
24-01-23/19-58-41.434,7.418,7.419,14.9,56.4,26.55,26.56,13.808,139.912
24-01-23/19-58-44.789,7.417,7.418,90.5,34.0,26.55,26.56,0.649,139.912
24-01-23/19-58-47.319,7.416,7.417,101.8,22.8,26.54,26.55,65.838,115.278
24-01-23/19-58-50.584,7.416,7.417,32.0,453.5,26.54,26.55,22.685,115.278
24-01-23/19-58-51.757,7.416,7.417,32.0,453.5,26.54,26.55,22.685,115.815
24-01-23/19-58-56.610,7.416,7.417,32.0,305.2,26.54,26.55,22.685,115.815
24-01-23/19-58-59.695,7.416,7.417,33.1,39.3,26.55,26.56,10.413,8.326
24-01-23/19-59-02.134,7.414,7.415,13.0,5.3,26.55,26.56,10.413,8.326
24-01-23/19-59-05.715,7.407,7.410,30.1,16.7,26.55,26.56,6.381,6.199
24-01-23/19-59-08.682,7.405,7.406,12.5,6.4,26.55,26.56,6.381,7.179
24-01-23/19-59-11.861,7.412,7.413,25.0,76.1,26.56,26.57,49.503,0.376
24-01-23/19-59-14.566,7.408,7.411,13.8,7.8,26.56,26.57,28.806,13.578
24-01-23/19-59-17.479,7.410,7.413,17.8,15.6,26.56,26.57,6.757,21.106
24-01-23/19-59-20.729,7.410,7.413,45.7,15.6,26.56,26.57,6.757,17.342
24-01-23/19-59-23.587,7.410,7.413,42.2,15.6,26.56,26.57,6.757,11.898
24-01-23/19-59-26.989,7.409,7.410,3.4,5.3,26.54,26.55,90.077,7.758
24-01-23/19-59-29.951,7.408,7.410,10.2,17.2,26.55,26.56,20.459,0.618
24-01-23/19-59-32.727,7.408,7.410,4.9,17.2,26.55,26.56,18.959,8.376
24-01-23/19-59-35.926,7.408,7.410,17.2,15.6,26.55,26.56,17.646,8.376
24-01-23/19-59-38.700,7.407,7.408,12.0,5.3,26.54,26.55,90.077,7.999
24-01-23/19-59-41.778,7.406,7.410,23.3,148.0,26.54,26.55,5.888,8.829
24-01-23/19-59-44.214,7.405,7.407,1.5,5.3,26.54,26.55,0.728,10.910
24-01-23/19-59-47.854,7.405,7.408,1.5,22.7,26.53,26.54,47.667,8.649
24-01-23/19-59-50.751,7.404,7.407,2.0,25.6,26.53,26.54,28.781,8.649
24-01-23/19-59-53.712,7.400,7.401,20.0,13.5,26.52,26.53,32.855,17.883
24-01-23/19-59-56.645,7.401,7.403,5.3,1.6,26.52,26.53,32.855,1.458
24-01-23/19-59-59.753,7.402,7.403,12.5,8.7,26.53,26.54,22.043,56.766
24-01-23/20-00-02.851,7.403,7.404,5.3,6.7,26.52,26.53,37.258,7.758
24-01-23/20-00-05.694,7.402,7.403,177.5,16.8,26.51,26.52,30.407,170.860
24-01-23/20-00-08.780,7.401,7.402,4.7,83.6,26.51,26.52,7.758,212.271
24-01-23/20-00-11.630,7.401,7.402,13.1,49.3,26.52,26.53,2.082,5.913
24-01-23/20-00-14.962,7.402,7.404,76.8,67.5,26.51,26.52,126.995,6.618
24-01-23/20-00-16.703,7.403,7.404,65.4,52.9,26.51,26.52,27.140,7.567
24-01-23/20-00-20.818,7.407,7.408,30.8,14.5,26.51,26.52,26.154,14.243
24-01-23/20-00-23.283,7.407,7.408,63.6,28.7,26.51,26.52,5.172,0.941
24-01-23/20-00-26.738,7.413,7.414,40.2,26.0,26.52,26.54,51.751,39.168
24-01-23/20-00-29.556,7.411,7.413,13.9,5.3,26.52,26.53,26.480,22.337
24-01-23/20-00-32.765,7.419,7.420,5.3,21.5,26.54,26.55,1.529,106.469
24-01-23/20-00-35.529,7.419,7.421,9.8,5.3,26.53,26.54,65.658,3.413
24-01-23/20-00-38.649,7.419,7.420,25.4,13.5,26.54,26.55,47.693,40.820
24-01-23/20-00-41.323,7.418,7.419,20.7,7.1,26.54,26.55,41.266,40.134
24-01-23/20-00-44.878,7.420,7.422,5.3,17.7,26.54,26.55,41.494,0.456
24-01-23/20-00-47.378,7.419,7.422,24.1,17.7,26.55,26.56,1.836,74.856
24-01-23/20-00-50.632,7.420,7.422,16.7,17.1,26.56,26.57,4.512,65.376
24-01-23/20-00-53.054,7.423,7.425,20.9,30.9,26.56,26.57,6.152,32.276
24-01-23/20-00-56.715,7.423,7.424,20.5,12.5,26.57,26.58,0.819,39.595
24-01-23/20-00-59.717,7.423,7.425,11.3,30.9,26.57,26.58,1.240,33.951
24-01-23/20-01-02.720,7.428,7.430,19.0,49.8,26.58,26.59,42.011,9.269
24-01-23/20-01-05.591,7.429,7.430,11.0,22.8,26.58,26.59,62.509,9.533
24-01-23/20-01-08.858,7.428,7.430,22.3,59.3,26.58,26.60,78.447,158.527
24-01-23/20-01-11.661,7.429,7.430,23.1,53.7,26.58,26.60,77.221,126.130
24-01-23/20-01-14.477,7.429,7.430,28.6,51.8,26.59,26.60,6.264,90.868
24-01-23/20-01-16.603,7.428,7.430,25.5,76.6,26.59,26.60,6.757,90.868
24-01-23/20-01-20.532,7.428,7.430,218.5,55.5,26.58,26.59,70.023,10.232
24-01-23/20-01-23.361,7.428,7.430,212.1,71.7,26.58,26.59,70.023,7.574
24-01-23/20-01-26.657,7.428,7.430,213.1,76.4,26.58,26.59,3.824,11.761
24-01-23/20-01-29.060,7.430,7.431,29.5,64.0,26.59,26.60,6.622,7.015
24-01-23/20-01-32.780,7.431,7.432,8.5,1.5,26.59,26.60,15.265,23.867
24-01-23/20-01-35.701,7.431,7.432,83.0,15.4,26.58,26.59,50.397,87.270
24-01-23/20-01-38.493,7.432,7.433,132.7,41.0,26.59,26.60,25.066,6.805
24-01-23/20-01-41.308,7.434,7.435,319.2,3.9,26.59,26.60,70.235,6.398
24-01-23/20-01-44.575,7.435,7.436,134.0,26.3,26.60,26.61,69.113,0.684
24-01-23/20-01-47.743,7.439,7.440,81.7,45.5,26.62,26.63,15.915,28.004
24-01-23/20-01-50.599,7.435,7.437,44.6,100.2,26.61,26.62,10.675,15.736
24-01-23/20-01-53.696,7.434,7.435,215.6,20.1,26.61,26.62,6.894,8.048
24-01-23/20-01-56.394,7.435,7.437,19.1,120.3,26.60,26.61,56.647,0.575
24-01-23/20-01-59.657,7.438,7.440,3.4,69.6,26.61,26.62,10.228,6.007
24-01-23/20-02-02.435,7.436,7.438,16.9,32.6,26.60,26.61,66.433,25.610
24-01-23/20-02-05.497,7.437,7.440,35.6,64.7,26.60,26.61,33.591,24.569
24-01-23/20-02-08.945,7.438,7.440,5.3,31.2,26.60,26.61,32.432,24.569
24-01-23/20-02-11.455,7.438,7.439,32.4,12.5,26.59,26.60,101.728,35.645
24-01-23/20-02-14.624,7.437,7.438,38.2,13.3,26.59,26.60,75.680,36.021
24-01-23/20-02-17.910,7.439,7.442,62.9,1.3,26.59,26.60,0.193,22.819
24-01-23/20-02-20.524,7.437,7.440,6.7,0.4,26.58,26.59,86.959,61.159
24-01-23/20-02-23.566,7.438,7.441,31.0,20.3,26.57,26.58,97.390,1.797
24-01-23/20-02-26.767,7.439,7.440,5.3,0.3,26.57,26.58,96.995,22.728
24-01-23/20-02-29.593,7.439,7.442,56.7,20.0,26.58,26.59,42.988,13.796
24-01-23/20-02-32.593,7.442,7.443,29.5,12.5,26.58,26.59,59.297,8.577
24-01-23/20-02-35.912,7.439,7.440,7.8,3.5,26.57,26.58,74.051,49.159
24-01-23/20-02-38.375,7.439,7.442,7.8,6.9,26.57,26.58,62.252,47.757
24-01-23/20-02-41.424,7.440,7.442,19.8,1.5,26.57,26.58,63.414,11.345
24-01-23/20-02-44.288,7.438,7.441,4.4,17.8,26.57,26.58,28.380,45.322
24-01-23/20-02-47.709,7.439,7.442,26.7,7.9,26.57,26.58,28.380,46.252
24-01-23/20-02-50.381,7.439,7.440,20.0,11.7,26.56,26.57,111.774,28.458
24-01-23/20-02-52.711,7.439,7.441,22.2,31.7,26.56,26.57,111.774,32.984
24-01-23/20-02-56.883,7.438,7.441,13.9,52.9,26.56,26.57,85.231,40.342
24-01-23/20-02-59.693,7.436,7.439,17.8,6.7,26.55,26.56,155.911,35.324
24-01-23/20-03-02.467,7.436,7.439,17.8,4.7,26.55,26.56,159.438,31.365
24-01-23/20-03-05.623,7.435,7.437,8.2,12.5,26.54,26.55,151.469,97.176
24-01-23/20-03-08.647,7.427,7.428,3.3,13.6,26.53,26.54,71.976,42.713
24-01-23/20-03-11.753,7.427,7.429,23.4,12.8,26.53,26.54,71.976,35.386
24-01-23/20-03-14.764,7.427,7.429,28.7,33.6,26.53,26.54,71.976,41.591
24-01-23/20-03-17.571,7.426,7.427,5.3,13.2,26.53,26.54,47.770,50.088
24-01-23/20-03-20.496,7.425,7.427,4.8,0.7,26.52,26.53,14.852,79.395
24-01-23/20-03-23.163,7.423,7.425,2.9,21.1,26.51,26.52,123.701,68.706
24-01-23/20-03-26.876,7.424,7.426,16.8,212.4,26.51,26.52,66.305,69.659
24-01-23/20-03-29.454,7.421,7.423,1.3,35.8,26.50,26.51,1.300,51.489
24-01-23/20-03-32.216,7.422,7.424,4.9,11.9,26.50,26.51,6.875,38.202
24-01-23/20-03-35.773,7.423,7.426,54.1,30.1,26.50,26.51,6.498,27.875
24-01-23/20-03-38.213,7.422,7.424,7.6,50.0,26.51,26.52,12.861,33.146
24-01-23/20-03-41.753,7.426,7.429,9.0,105.6,26.52,26.53,5.575,24.459
24-01-23/20-03-43.772,7.425,7.428,1.6,77.1,26.51,26.52,30.241,33.550
24-01-23/20-03-47.752,7.424,7.426,29.1,12.5,26.52,26.53,14.396,9.672
24-01-23/20-03-50.591,7.422,7.425,1.4,31.8,26.51,26.52,5.819,32.789
24-01-23/20-03-53.781,7.423,7.425,2.3,2.4,26.51,26.52,42.023,32.520
24-01-23/20-03-56.690,7.425,7.428,21.5,43.4,26.53,26.54,45.859,6.765
24-01-23/20-03-59.668,7.425,7.428,21.5,43.4,26.53,26.54,43.961,1.289
24-01-23/20-04-02.421,7.424,7.427,0.7,15.1,26.53,26.54,43.961,6.305
24-01-23/20-04-05.703,7.424,7.428,44.0,46.0,26.54,26.55,69.131,15.854
24-01-23/20-04-08.398,7.424,7.428,21.2,48.1,26.54,26.55,34.703,16.389
24-01-23/20-04-11.934,7.424,7.427,1.1,106.9,26.54,26.55,34.703,40.672
24-01-23/20-04-14.665,7.424,7.427,27.7,2.6,26.55,26.56,38.217,23.771
24-01-23/20-04-17.077,7.424,7.427,22.4,12.5,26.55,26.56,50.023,28.429
24-01-23/20-04-20.662,7.422,7.426,36.2,45.4,26.54,26.55,19.175,31.176
24-01-23/20-04-22.573,7.422,7.426,29.7,75.7,26.54,26.55,19.175,37.007
24-01-23/20-04-26.888,7.423,7.426,61.6,89.1,26.53,26.54,19.651,6.688
24-01-23/20-04-29.356,7.423,7.426,61.6,105.4,26.53,26.54,20.013,13.642
24-01-23/20-04-32.634,7.418,7.421,47.6,9.5,26.51,26.52,13.386,26.444
24-01-23/20-04-35.918,7.417,7.420,6.1,1.1,26.51,26.52,9.605,13.013
24-01-23/20-04-38.858,7.417,7.420,5.0,44.8,26.51,26.52,9.605,17.045
24-01-23/20-04-41.538,7.420,7.424,43.2,128.0,26.51,26.52,9.605,20.246
24-01-23/20-04-44.181,7.420,7.424,43.2,173.6,26.51,26.52,9.605,20.246
24-01-23/20-04-47.764,7.420,7.422,6.9,12.5,26.51,26.52,9.605,28.732
24-01-23/20-04-50.816,7.420,7.422,11.3,12.5,26.51,26.52,9.605,34.766
24-01-23/20-04-53.061,7.420,7.422,11.1,25.9,26.51,26.52,9.605,32.698
24-01-23/20-04-56.910,7.420,7.422,11.1,50.1,26.51,26.52,9.605,33.076
24-01-23/20-04-59.871,7.420,7.422,72.5,36.7,26.51,26.52,9.605,31.906
24-01-23/20-05-02.408,7.420,7.422,37.7,36.7,26.51,26.52,9.605,35.884
24-01-23/20-05-05.671,7.418,7.420,4.5,91.4,26.49,26.50,36.880,27.787
24-01-23/20-05-08.690,7.417,7.419,2124.5,2.6,26.50,26.51,19.550,24.028
24-01-23/20-05-10.317,7.417,7.419,2094.3,2.6,26.50,26.51,0.728,30.656
24-01-23/20-05-14.717,7.419,7.421,33.7,3.4,26.50,26.51,0.728,30.823
24-01-23/20-05-17.437,7.420,7.422,17.3,105.3,26.50,26.51,13.525,28.504
24-01-23/20-05-20.778,7.419,7.420,16.2,34.9,26.50,26.51,0.728,28.504
24-01-23/20-05-23.392,7.420,7.422,231.7,84.4,26.50,26.51,0.728,28.504
24-01-23/20-05-26.377,7.420,7.422,251.9,103.7,26.50,26.51,19.184,24.111
24-01-23/20-05-29.763,7.419,7.421,8.5,16.7,26.49,26.50,0.649,33.102
24-01-23/20-05-32.923,7.417,7.419,2035.8,42.5,26.49,26.50,0.649,41.153
24-01-23/20-05-36.010,7.414,7.416,1.1,191.0,26.48,26.49,1.092,43.670
24-01-23/20-05-38.707,7.411,7.414,2.7,1.1,26.49,26.50,27.660,15.301
24-01-23/20-05-41.842,7.412,7.414,69.3,10.7,26.49,26.50,23.373,16.079
24-01-23/20-05-44.427,7.415,7.418,55.0,18.0,26.49,26.50,19.955,15.875
24-01-23/20-05-47.806,7.415,7.417,29.5,12.5,26.49,26.50,0.506,23.308
24-01-23/20-05-50.388,7.415,7.416,5.3,0.3,26.48,26.49,20.836,20.218
24-01-23/20-05-53.346,7.416,7.418,20.2,4.8,26.48,26.49,30.210,15.661
24-01-23/20-05-56.755,7.416,7.417,1.5,12.5,26.49,26.50,0.377,86.303
24-01-23/20-05-59.794,7.416,7.417,9.2,12.5,26.49,26.50,374.695,27.281
24-01-23/20-06-01.757,7.413,7.415,3.4,27.2,26.49,26.50,269.631,41.082
24-01-23/20-06-05.643,7.412,7.415,10.6,5.4,26.50,26.51,44.706,1.701
24-01-23/20-06-08.921,7.413,7.415,17.6,5.4,26.50,26.51,318.165,0.570
24-01-23/20-06-10.987,7.414,7.415,11.0,5.4,26.50,26.51,318.133,10.463
24-01-23/20-06-14.608,7.418,7.419,14.2,12.5,26.51,26.52,35.185,20.408
24-01-23/20-06-17.398,7.418,7.420,4.0,2.3,26.51,26.52,14.857,24.098
24-01-23/20-06-20.434,7.416,7.419,1.3,10.8,26.50,26.51,298.107,2.262
24-01-23/20-06-23.560,7.422,7.424,6.8,10.4,26.52,26.53,24.737,12.746
24-01-23/20-06-26.343,7.422,7.424,12.8,13.7,26.52,26.53,21.309,18.401
24-01-23/20-06-29.699,7.425,7.426,20.8,4.9,26.53,26.54,22.575,83.915
24-01-23/20-06-32.732,7.427,7.428,98.4,3.1,26.53,26.54,308.525,1.456
24-01-23/20-06-35.828,7.430,7.431,109.0,2.0,26.54,26.55,64.273,43.184
24-01-23/20-06-37.619,7.432,7.433,134.3,4.5,26.54,26.55,68.403,43.184
24-01-23/20-06-41.077,7.433,7.435,122.4,138.6,26.55,26.56,313.428,3.801
24-01-23/20-06-44.415,7.433,7.435,122.4,28.0,26.56,26.57,55.335,2.573
24-01-23/20-06-47.941,7.435,7.436,134.5,1.5,26.57,26.58,15.632,64.617
24-01-23/20-06-50.043,7.435,7.436,112.7,1.5,26.57,26.58,15.632,82.255
24-01-23/20-06-53.780,7.433,7.434,3.9,12.5,26.56,26.57,25.966,47.473
24-01-23/20-06-56.612,7.431,7.432,11.2,21.9,26.55,26.56,234.488,7.010
24-01-23/20-06-58.985,7.433,7.435,23.6,47.5,26.56,26.57,81.476,4.618
24-01-23/20-07-02.631,7.435,7.436,24.4,28.8,26.56,26.57,41.191,13.933
24-01-23/20-07-05.824,7.432,7.435,39.0,20.2,26.56,26.57,5.646,4.618
24-01-23/20-07-08.896,7.433,7.436,44.1,5.7,26.56,26.57,6.540,19.537
24-01-23/20-07-11.725,7.433,7.435,10.2,14.5,26.55,26.56,275.463,1.897
24-01-23/20-07-14.734,7.435,7.437,37.9,1.2,26.57,26.58,7.533,21.345
24-01-23/20-07-17.716,7.435,7.437,37.9,109.7,26.57,26.58,7.533,21.345
24-01-23/20-07-20.702,7.435,7.438,52.1,0.3,26.57,26.58,8.999,87.003
24-01-23/20-07-23.776,7.436,7.438,30.3,0.3,26.57,26.58,7.644,64.467
24-01-23/20-07-26.306,7.436,7.439,37.1,38.6,26.57,26.58,21.054,8.657
24-01-23/20-07-29.701,7.436,7.438,18.7,12.5,26.57,26.58,215.907,8.657
24-01-23/20-07-32.479,7.436,7.437,15.3,0.1,26.58,26.59,0.926,12.609
24-01-23/20-07-35.906,7.430,7.433,15.1,31.6,26.57,26.58,237.529,28.010
24-01-23/20-07-38.932,7.429,7.432,8.3,48.7,26.57,26.58,237.529,29.126
24-01-23/20-07-41.871,7.429,7.432,8.3,11.6,26.56,26.57,19.545,30.573
24-01-23/20-07-45.024,7.429,7.432,8.3,73.1,26.56,26.57,19.545,31.730
24-01-23/20-07-48.012,7.422,7.426,31.6,79.7,26.53,26.54,80.257,2.834
24-01-23/20-07-50.398,7.423,7.425,27.7,72.3,26.53,26.54,32.805,2.834
24-01-23/20-07-53.851,7.423,7.425,27.7,68.8,26.53,26.54,343.658,6.058
24-01-23/20-07-56.952,7.421,7.424,50.9,2.6,26.53,26.54,342.915,11.149
24-01-23/20-07-59.706,7.422,7.425,17.5,3.2,26.53,26.54,346.669,10.291
24-01-23/20-08-02.157,7.422,7.425,12.2,0.4,26.53,26.54,342.904,12.748
24-01-23/20-08-05.735,7.422,7.424,3.4,1.1,26.53,26.54,316.059,36.242
24-01-23/20-08-08.702,7.425,7.426,31.0,62.0,26.53,26.54,316.059,36.242
24-01-23/20-08-11.420,7.423,7.425,15.4,38.4,26.54,26.55,23.557,5.893
24-01-23/20-08-14.548,7.421,7.424,40.5,25.0,26.53,26.54,361.901,6.019
24-01-23/20-08-17.824,7.424,7.426,20.2,5.5,26.53,26.54,361.901,2.462
24-01-23/20-08-20.535,7.424,7.425,6.8,55.0,26.53,26.54,365.655,2.462
24-01-23/20-08-23.915,7.422,7.424,30.0,8.9,26.53,26.54,365.655,2.462
24-01-23/20-08-26.710,7.426,7.427,6.8,27.3,26.54,26.55,43.267,5.695
24-01-23/20-08-29.640,7.426,7.428,50.7,9.4,26.54,26.55,43.267,5.695
24-01-23/20-08-32.497,7.424,7.426,8.1,15.2,26.53,26.54,378.963,3.088
24-01-23/20-08-35.483,7.424,7.426,9.3,1.8,26.53,26.54,378.963,3.062
24-01-23/20-08-38.299,7.424,7.426,5.9,12.5,26.53,26.54,328.322,3.062
24-01-23/20-08-41.851,7.424,7.427,29.5,1.6,26.53,26.54,333.974,3.062
24-01-23/20-08-44.976,7.424,7.427,62.9,2.4,26.53,26.54,351.542,1.818
24-01-23/20-08-47.760,7.423,7.425,6.8,13.6,26.53,26.54,311.766,4.834
24-01-23/20-08-50.851,7.428,7.429,67.5,117.0,26.54,26.55,45.816,6.426
24-01-23/20-08-52.502,7.429,7.432,35.2,15.0,26.55,26.56,294.988,6.511
24-01-23/20-08-55.252,7.429,7.431,15.1,0.2,26.55,26.56,294.988,9.751
24-01-23/20-08-59.482,7.429,7.431,8.3,13.4,26.55,26.56,289.340,10.130
24-01-23/20-09-02.924,7.429,7.431,8.3,13.4,26.55,26.56,289.340,10.130
24-01-23/20-09-06.029,7.428,7.430,9.3,46.7,26.55,26.56,292.067,2.659
24-01-23/20-09-08.818,7.430,7.432,6.8,108.4,26.56,26.57,16.014,5.204
24-01-23/20-09-11.502,7.430,7.431,6.8,0.9,26.56,26.57,8.429,1.423
24-01-23/20-09-14.802,7.430,7.431,13.6,0.9,26.56,26.57,9.744,2.884
24-01-23/20-09-17.808,7.428,7.429,46.2,35.5,26.55,26.56,332.123,7.530
24-01-23/20-09-19.139,7.428,7.429,49.6,12.3,26.56,26.57,9.450,37.036
24-01-23/20-09-23.844,7.425,7.427,3.6,26.4,26.55,26.56,309.413,18.217
24-01-23/20-09-26.613,7.425,7.427,10.4,46.5,26.55,26.56,292.351,43.322
24-01-23/20-09-28.707,7.425,7.427,42.5,20.1,26.55,26.56,292.351,47.464
24-01-23/20-09-33.036,7.428,7.429,51.0,6.7,26.55,26.56,292.351,29.390
24-01-23/20-09-35.663,7.428,7.429,58.4,11.1,26.55,26.56,292.351,29.588
24-01-23/20-09-38.744,7.428,7.430,58.4,124.2,26.55,26.56,291.974,31.360
24-01-23/20-09-41.695,7.428,7.430,55.0,0.9,26.55,26.56,291.974,31.360
24-01-23/20-09-44.883,7.425,7.428,46.6,14.5,26.54,26.55,9.075,11.396
24-01-23/20-09-47.627,7.426,7.428,3.4,14.5,26.54,26.55,37.890,1.574
24-01-23/20-09-50.510,7.427,7.430,82.0,21.7,26.54,26.55,7.494,4.797
24-01-23/20-09-53.888,7.427,7.430,51.4,21.7,26.53,26.54,77.001,2.094
24-01-23/20-09-56.583,7.426,7.428,71.5,128.5,26.52,26.53,141.908,3.164
24-01-23/20-09-59.619,7.424,7.426,38.4,3.0,26.53,26.54,22.336,5.923
24-01-23/20-10-02.925,7.424,7.426,57.6,5.1,26.53,26.54,31.742,5.923
24-01-23/20-10-05.323,7.424,7.426,55.0,12.9,26.53,26.54,5.652,13.999
24-01-23/20-10-07.762,7.424,7.426,34.8,15.7,26.52,26.53,345.899,9.366
24-01-23/20-10-11.894,7.422,7.423,3.6,75.4,26.52,26.53,328.083,10.339
24-01-23/20-10-14.964,7.422,7.423,3.6,81.4,26.52,26.53,328.380,13.486
24-01-23/20-10-16.946,7.421,7.422,3.6,78.5,26.52,26.53,307.129,26.020
24-01-23/20-10-19.864,7.422,7.423,0.5,62.9,26.52,26.53,306.639,27.913
24-01-23/20-10-23.249,7.423,7.424,20.2,17.7,26.52,26.53,312.294,27.913
24-01-23/20-10-26.745,7.422,7.424,22.5,17.7,26.52,26.53,311.697,29.170
24-01-23/20-10-29.837,7.422,7.423,4.5,0.2,26.52,26.53,306.042,29.170
24-01-23/20-10-31.323,7.422,7.423,4.5,0.2,26.52,26.53,306.042,30.453
24-01-23/20-10-35.777,7.422,7.423,5.3,0.2,26.52,26.53,307.127,30.451
24-01-23/20-10-37.834,7.422,7.424,2.5,18.3,26.52,26.53,307.127,30.488
24-01-23/20-10-41.605,7.424,7.425,32.7,212.7,26.52,26.53,328.768,2.955
24-01-23/20-10-44.432,7.424,7.425,20.2,253.9,26.53,26.54,0.198,204.908
24-01-23/20-10-47.535,7.423,7.424,0.5,3.9,26.53,26.54,1.057,169.058
24-01-23/20-10-50.737,7.423,7.425,49.9,242.9,26.53,26.54,21.235,148.228
24-01-23/20-10-53.727,7.426,7.427,33.5,3.6,26.54,26.55,45.618,68.272
24-01-23/20-10-54.745,7.424,7.427,21.9,5.2,26.55,26.56,23.284,33.457
24-01-23/20-10-59.845,7.426,7.427,20.6,5.2,26.55,26.56,23.284,35.252
24-01-23/20-11-02.196,7.426,7.427,20.6,4.5,26.55,26.56,27.078,26.973
24-01-23/20-11-04.973,7.426,7.427,18.8,10.7,26.55,26.56,313.370,11.282
24-01-23/20-11-08.324,7.429,7.431,66.4,236.3,26.57,26.58,304.437,13.104
24-01-23/20-11-10.740,7.429,7.431,66.4,236.3,26.57,26.58,304.437,7.207
24-01-23/20-11-13.970,7.429,7.431,66.4,236.3,26.57,26.58,304.437,7.207
24-01-23/20-11-16.929,7.429,7.431,55.8,248.3,26.57,26.58,304.919,7.007
24-01-23/20-11-19.981,7.430,7.431,90.9,85.2,26.58,26.59,43.145,14.413
24-01-23/20-11-22.951,7.430,7.431,148.0,7.3,26.58,26.59,46.469,14.413
24-01-23/20-11-26.726,7.430,7.431,137.4,7.3,26.57,26.58,291.310,14.198
24-01-23/20-11-29.338,7.428,7.430,14.5,0.4,26.58,26.59,0.482,64.968
24-01-23/20-11-32.979,7.428,7.430,11.0,5.3,26.57,26.58,290.435,23.224
24-01-23/20-11-35.719,7.428,7.430,12.8,5.3,26.58,26.59,35.123,75.276
24-01-23/20-11-38.182,7.428,7.430,1.8,0.8,26.58,26.59,7.528,91.252
24-01-23/20-11-42.013,7.426,7.428,2.0,13.4,26.57,26.58,289.683,53.702
24-01-23/20-11-44.585,7.423,7.427,32.0,26.6,26.57,26.58,108.551,40.915
24-01-23/20-11-47.942,7.423,7.426,32.0,2.6,26.57,26.58,108.551,36.948
24-01-23/20-11-50.751,7.423,7.426,32.0,2.6,26.57,26.58,108.551,54.959
24-01-23/20-11-50.751,7.423,7.426,32.0,2.6,26.57,26.58,117.618,54.959
24-01-23/20-11-50.751,7.423,7.426,32.0,2.6,26.57,26.58,121.412,56.861
24-01-23/20-11-59.739,7.424,7.426,5.3,4.2,26.57,26.58,136.641,56.661
24-01-23/20-12-02.383,7.427,7.430,30.1,21.4,26.57,26.58,142.285,56.876
24-01-23/20-12-05.962,7.430,7.431,41.2,7.0,26.57,26.58,140.148,63.287
24-01-23/20-12-08.892,7.428,7.430,2.6,25.9,26.57,26.58,97.636,68.168
24-01-23/20-12-11.838,7.426,7.427,5.3,18.7,26.57,26.58,97.636,70.213
24-01-23/20-12-14.819,7.427,7.430,8.9,21.9,26.57,26.58,97.636,70.002
24-01-23/20-12-17.888,7.426,7.429,27.5,20.1,26.57,26.58,97.636,79.250
24-01-23/20-12-20.402,7.426,7.429,9.5,48.3,26.55,26.56,26.742,30.645
24-01-23/20-12-23.804,7.424,7.425,3.6,25.0,26.55,26.56,11.441,28.619
24-01-23/20-12-25.843,7.423,7.425,32.0,45.2,26.55,26.56,10.235,39.611
24-01-23/20-12-29.823,7.425,7.426,19.5,13.3,26.54,26.55,46.269,16.135
24-01-23/20-12-30.957,7.426,7.428,19.6,1.3,26.54,26.55,50.022,21.775
24-01-23/20-12-35.738,7.423,7.426,30.6,72.8,26.54,26.55,5.300,29.226
24-01-23/20-12-39.025,7.423,7.426,12.5,44.0,26.53,26.54,50.432,8.791
24-01-23/20-12-41.846,7.422,7.425,10.3,42.1,26.53,26.54,10.147,14.669
24-01-23/20-12-44.941,7.422,7.424,5.9,9.0,26.53,26.54,10.147,15.645
24-01-23/20-12-47.323,7.422,7.424,5.9,9.0,26.53,26.54,10.147,5.636
