Date,zenBidPrice,zenAskPrice,zenBidQty,zenAskQty,dashBidPrice,dashAskPrice,dashBidQty,dashAskQty

70-01-01/03-00-00.000,emp,emp,emp,emp,emp,emp,emp,emp
24-01-22/15-55-45.313,8.033,8.036,34.1,22.1,28.03,28.04,11.079,19.089
24-01-22/15-55-50.855,8.032,8.034,59.8,240.1,28.03,28.04,11.079,19.089
24-01-22/15-55-53.565,8.032,8.034,85.9,240.1,28.04,28.05,7.311,88.007
24-01-22/15-55-56.643,8.032,8.034,93.0,240.1,28.04,28.05,7.833,88.007
24-01-22/15-55-58.841,8.032,8.034,99.9,240.1,28.04,28.05,8.048,87.785
24-01-22/15-56-02.040,8.032,8.034,99.9,258.7,28.03,28.04,76.385,19.191
24-01-22/15-56-03.259,8.032,8.033,107.5,52.4,28.03,28.04,82.394,19.746
24-01-22/15-56-03.259,8.032,8.033,107.5,52.4,28.03,28.04,82.394,19.746
24-01-22/15-56-11.373,8.027,8.030,46.5,7.1,28.03,28.04,4.765,25.435
24-01-22/15-56-14.323,8.027,8.030,46.5,25.7,28.03,28.04,4.765,25.435
24-01-22/15-56-17.300,8.027,8.029,103.0,33.4,28.03,28.04,4.765,25.435
24-01-22/15-56-18.914,8.027,8.028,68.6,21.0,28.02,28.03,17.697,36.116
24-01-22/15-56-23.847,8.027,8.028,78.1,2.4,28.02,28.03,17.697,36.342
24-01-22/15-56-26.291,8.027,8.028,78.1,32.2,28.02,28.03,17.697,36.342
24-01-22/15-56-27.028,8.027,8.028,62.7,32.2,28.02,28.03,18.348,36.342
24-01-22/15-56-27.028,8.027,8.028,62.7,32.2,28.02,28.03,18.348,36.342
24-01-22/15-56-35.547,8.025,8.026,9.9,18.6,28.01,28.02,46.248,19.077
24-01-22/15-56-38.366,8.024,8.026,12.8,0.4,28.01,28.02,46.248,19.077
24-01-22/15-56-41.726,8.024,8.025,6.4,31.5,28.01,28.02,31.619,17.267
24-01-22/15-56-44.072,8.024,8.025,9.9,31.5,28.01,28.02,33.413,17.267
24-01-22/15-56-47.019,8.025,8.028,5.4,15.3,28.01,28.02,33.413,58.485
24-01-22/15-56-50.264,8.025,8.026,5.4,46.5,28.01,28.02,33.413,14.692
24-01-22/15-56-53.825,8.024,8.026,11.7,46.5,28.01,28.02,33.413,16.413
24-01-22/15-56-55.470,8.024,8.026,30.3,46.5,28.02,28.03,6.528,45.104
24-01-22/15-56-59.864,8.025,8.028,25.2,1.2,28.02,28.03,15.975,30.748
24-01-22/15-57-02.126,8.025,8.028,27.1,52.4,28.02,28.03,23.511,7.552
24-01-22/15-57-02.126,8.025,8.028,27.1,52.4,28.02,28.03,8.526,24.143
24-01-22/15-57-02.126,8.025,8.028,27.1,52.4,28.02,28.03,8.526,11.113
24-01-22/15-57-02.126,8.025,8.028,27.1,52.4,28.02,28.03,3.601,7.552
24-01-22/15-57-14.780,8.025,8.028,27.8,47.0,28.02,28.03,3.789,7.552
24-01-22/15-57-17.423,8.025,8.028,33.2,47.0,28.02,28.03,0.384,16.465
24-01-22/15-57-17.423,8.025,8.028,33.2,47.0,28.01,28.02,56.365,14.227
24-01-22/15-57-22.079,8.025,8.028,34.2,48.1,28.01,28.02,56.365,14.227
24-01-22/15-57-22.079,8.025,8.028,34.2,48.1,28.01,28.02,56.365,14.227
24-01-22/15-57-27.956,8.025,8.028,34.2,48.1,28.01,28.02,39.303,14.227
24-01-22/15-57-27.956,8.025,8.028,34.2,48.1,28.01,28.02,39.776,14.227
24-01-22/15-57-35.115,8.025,8.027,9.2,10.0,28.01,28.02,39.740,23.142
24-01-22/15-57-38.700,8.025,8.027,8.5,13.2,28.01,28.02,33.841,31.044
24-01-22/15-57-41.755,8.024,8.027,11.7,17.1,28.01,28.02,32.047,34.926
24-01-22/15-57-44.577,8.024,8.026,8.5,10.0,28.00,28.01,74.523,15.854
24-01-22/15-57-47.340,8.024,8.027,8.5,13.9,28.00,28.01,41.724,15.854
24-01-22/15-57-50.808,8.025,8.028,20.1,48.1,28.01,28.02,62.015,8.305
24-01-22/15-57-52.098,8.025,8.027,20.1,10.0,28.01,28.02,62.015,2.237
24-01-22/15-57-52.098,8.025,8.027,20.1,10.0,28.01,28.02,62.015,2.237
24-01-22/15-57-59.074,8.025,8.028,20.1,48.1,28.01,28.02,62.015,2.237
24-01-22/15-58-02.418,8.033,8.034,116.5,48.3,28.02,28.03,18.589,23.335
24-01-22/15-58-04.724,8.033,8.034,116.5,33.0,28.03,28.04,35.427,7.132
24-01-22/15-58-07.958,8.031,8.033,45.8,10.0,28.03,28.04,5.134,10.692
24-01-22/15-58-09.043,8.031,8.034,91.6,33.0,28.03,28.04,5.134,7.132
24-01-22/15-58-14.748,8.031,8.034,92.3,33.0,28.03,28.04,5.134,7.132
24-01-22/15-58-16.887,8.031,8.034,92.3,33.0,28.03,28.04,10.484,7.132
24-01-22/15-58-16.887,8.031,8.034,92.3,33.0,28.03,28.04,14.050,7.132
24-01-22/15-58-23.847,8.028,8.030,1.6,0.9,28.02,28.03,10.624,30.799
24-01-22/15-58-26.451,8.029,8.032,11.8,1.8,28.02,28.03,10.267,11.322
24-01-22/15-58-29.748,8.029,8.032,1.8,1.8,28.02,28.03,10.482,8.432
24-01-22/15-58-32.622,8.028,8.031,1.6,1.9,28.02,28.03,10.670,8.417
24-01-22/15-58-35.758,8.028,8.031,20.2,1.9,28.02,28.03,11.312,11.978
24-01-22/15-58-35.758,8.028,8.031,20.2,1.9,28.02,28.03,11.312,108.197
24-01-22/15-58-41.696,8.029,8.032,28.6,1.8,28.02,28.03,11.312,95.439
24-01-22/15-58-43.141,8.029,8.032,30.7,2.5,28.02,28.03,11.312,95.439
24-01-22/15-58-47.830,8.029,8.031,2.1,10.0,28.02,28.03,11.312,95.439
24-01-22/15-58-50.515,8.037,8.039,32.9,25.0,28.05,28.06,32.949,1.005
24-01-22/15-58-53.568,8.038,8.041,4.3,11.6,28.05,28.06,33.591,6.626
24-01-22/15-58-56.312,8.038,8.041,4.3,11.6,28.05,28.06,12.395,14.271
24-01-22/15-58-59.361,8.038,8.040,4.3,0.4,28.05,28.06,14.304,10.179
24-01-22/15-59-02.010,8.038,8.040,4.3,0.4,28.05,28.06,12.207,6.626
24-01-22/15-59-04.790,8.038,8.040,4.3,1.1,28.04,28.05,72.482,79.483
24-01-22/15-59-08.647,8.038,8.040,4.3,1.1,28.04,28.05,76.835,79.483
24-01-22/15-59-10.375,8.040,8.042,1.0,10.0,28.04,28.05,76.835,79.483
24-01-22/15-59-14.507,8.041,8.044,7.5,15.1,28.05,28.06,28.858,5.270
24-01-22/15-59-15.893,8.041,8.044,7.5,4.1,28.05,28.06,4.236,19.770
24-01-22/15-59-20.711,8.041,8.044,4.5,5.9,28.05,28.06,2.020,55.246
24-01-22/15-59-21.509,8.041,8.044,4.5,5.9,28.05,28.06,2.020,69.826
24-01-22/15-59-26.268,8.041,8.043,4.5,47.6,28.05,28.06,2.364,55.602
24-01-22/15-59-26.268,8.041,8.043,4.5,47.6,28.04,28.05,69.544,5.601
24-01-22/15-59-31.846,8.041,8.043,4.5,47.6,28.04,28.05,65.987,5.601
24-01-22/15-59-34.764,8.041,8.043,4.5,47.6,28.04,28.05,69.356,5.601
24-01-22/15-59-34.764,8.041,8.043,4.5,47.6,28.04,28.05,65.799,4.822
24-01-22/15-59-40.716,8.041,8.043,4.5,47.6,28.04,28.05,66.509,2.971
24-01-22/15-59-44.528,8.041,8.043,4.5,11.1,28.04,28.05,66.509,2.971
24-01-22/15-59-47.732,8.040,8.043,30.8,13.0,28.05,28.06,6.056,8.467
24-01-22/15-59-50.845,8.040,8.043,24.0,9.9,28.05,28.06,0.710,20.927
24-01-22/15-59-53.827,8.041,8.042,1.2,3.1,28.05,28.06,3.668,20.074
24-01-22/15-59-56.866,8.041,8.042,1.2,3.1,28.05,28.06,3.668,20.074
24-01-22/15-59-56.866,8.041,8.042,1.2,3.1,28.05,28.06,3.668,20.074
24-01-22/16-00-02.558,8.038,8.040,8.7,1.6,28.05,28.06,11.098,12.458
24-01-22/16-00-05.701,8.040,8.042,18.6,29.1,28.05,28.06,17.543,3.234
24-01-22/16-00-08.402,8.041,8.044,19.6,3.5,28.06,28.07,38.151,71.187
24-01-22/16-00-11.250,8.041,8.044,19.6,3.5,28.06,28.07,11.056,42.179
24-01-22/16-00-11.987,8.041,8.043,19.6,10.0,28.06,28.07,11.056,67.561
24-01-22/16-00-17.606,8.040,8.042,20.5,18.6,28.05,28.06,19.886,37.514
24-01-22/16-00-19.519,8.040,8.042,20.5,20.6,28.05,28.06,31.683,20.292
24-01-22/16-00-22.990,8.040,8.042,21.5,20.6,28.05,28.06,31.406,20.292
24-01-22/16-00-26.031,8.040,8.042,21.5,18.7,28.05,28.06,31.406,20.292
24-01-22/16-00-27.862,8.040,8.042,14.5,18.7,28.06,28.07,12.438,31.986
24-01-22/16-00-32.766,8.046,8.048,81.7,0.7,28.07,28.08,39.107,62.244
24-01-22/16-00-35.605,8.048,8.049,9.3,1.3,28.08,28.09,22.045,15.431
24-01-22/16-00-38.695,8.049,8.050,33.2,11.2,28.09,28.10,31.552,8.763
24-01-22/16-00-41.865,8.049,8.050,53.9,9.9,28.09,28.10,37.690,8.763
24-01-22/16-00-44.827,8.052,8.053,35.2,1.3,28.09,28.10,81.779,7.499
24-01-22/16-00-47.272,8.052,8.053,7.1,13.9,28.09,28.10,19.800,19.971
24-01-22/16-00-49.809,8.052,8.053,8.8,13.9,28.09,28.10,25.133,14.632
24-01-22/16-00-53.758,8.052,8.055,8.8,27.0,28.09,28.10,25.320,14.632
24-01-22/16-00-56.273,8.052,8.055,8.8,22.5,28.09,28.10,25.320,9.046
24-01-22/16-00-59.752,8.052,8.055,8.8,26.8,28.09,28.10,25.320,8.693
24-01-22/16-01-02.079,8.052,8.055,10.7,26.8,28.09,28.10,25.008,7.628
24-01-22/16-01-05.855,8.054,8.055,33.0,2.1,28.11,28.12,4.905,116.818
24-01-22/16-01-08.613,8.058,8.061,8.7,69.7,28.10,28.11,20.622,43.264
24-01-22/16-01-11.731,8.058,8.061,3.2,71.0,28.10,28.11,15.237,48.890
24-01-22/16-01-14.383,8.057,8.060,2.6,50.8,28.08,28.09,25.994,13.254
24-01-22/16-01-17.471,8.057,8.060,13.8,60.0,28.08,28.09,30.960,1.585
24-01-22/16-01-20.312,8.058,8.060,11.4,108.6,28.09,28.10,7.528,46.870
24-01-22/16-01-23.349,8.058,8.059,11.2,125.2,28.09,28.10,41.229,15.577
24-01-22/16-01-26.367,8.056,8.059,21.1,129.5,28.09,28.10,22.751,14.970
24-01-22/16-01-29.667,8.057,8.060,12.7,4.8,28.09,28.10,9.085,14.970
24-01-22/16-01-32.010,8.057,8.059,28.8,1.1,28.09,28.10,9.085,14.970
24-01-22/16-01-35.397,8.058,8.060,28.8,1.7,28.09,28.10,13.679,1.058
24-01-22/16-01-36.097,8.058,8.060,18.6,1.7,28.09,28.10,13.649,1.058
24-01-22/16-01-41.355,8.058,8.060,18.6,1.7,28.10,28.11,14.584,24.510
24-01-22/16-01-44.260,8.060,8.062,156.0,11.2,28.10,28.11,14.584,24.510
24-01-22/16-01-47.823,8.060,8.064,176.2,10.9,28.10,28.11,6.860,24.510
24-01-22/16-01-48.975,8.060,8.063,176.2,58.2,28.10,28.11,6.860,24.274
24-01-22/16-01-53.071,8.060,8.063,176.2,114.5,28.10,28.11,6.860,24.274
24-01-22/16-01-56.430,8.060,8.063,176.2,114.5,28.10,28.11,6.860,33.167
24-01-22/16-01-58.914,8.060,8.063,157.6,134.3,28.10,28.11,3.144,33.167
24-01-22/16-02-02.732,8.060,8.063,157.6,135.5,28.09,28.10,8.355,26.070
24-01-22/16-02-02.732,8.060,8.063,157.6,135.5,28.08,28.09,74.200,1.686
24-01-22/16-02-08.811,8.057,8.059,10.0,2.4,28.09,28.10,8.508,16.115
24-01-22/16-02-11.367,8.058,8.061,10.0,26.9,28.09,28.10,7.612,16.115
24-01-22/16-02-14.556,8.055,8.058,1.9,11.2,28.09,28.10,3.559,23.223
24-01-22/16-02-17.476,8.053,8.055,216.0,11.2,28.08,28.09,66.342,1.541
24-01-22/16-02-19.300,8.054,8.055,10.0,11.2,28.09,28.10,4.726,20.090
24-01-22/16-02-23.206,8.054,8.056,20.2,19.7,28.09,28.10,1.557,23.642
24-01-22/16-02-26.758,8.047,8.050,5.7,31.0,28.08,28.09,1.156,38.053
24-01-22/16-02-29.877,8.049,8.052,20.1,12.2,28.07,28.08,27.845,1.457
24-01-22/16-02-32.792,8.048,8.050,10.0,1.6,28.08,28.09,37.483,15.270
24-01-22/16-02-35.208,8.050,8.053,33.3,11.2,28.08,28.09,38.523,23.357
24-01-22/16-02-38.434,8.050,8.053,33.3,11.2,28.09,28.10,5.339,46.598
24-01-22/16-02-40.875,8.050,8.053,33.3,19.7,28.09,28.10,5.339,49.140
24-01-22/16-02-44.707,8.050,8.052,14.9,16.4,28.09,28.10,5.339,49.140
24-01-22/16-02-47.106,8.050,8.052,14.9,16.4,28.09,28.10,13.270,14.799
24-01-22/16-02-50.874,8.059,8.060,11.2,0.4,28.11,28.12,7.052,98.370
24-01-22/16-02-53.671,8.058,8.060,12.4,0.4,28.10,28.11,91.152,2.188
24-01-22/16-02-56.853,8.058,8.060,1.2,0.4,28.10,28.11,99.491,0.073
24-01-22/16-02-59.392,8.059,8.060,12.4,0.4,28.11,28.12,64.753,37.544
24-01-22/16-03-02.442,8.059,8.062,2.2,10.0,28.11,28.12,64.753,37.544
24-01-22/16-03-05.169,8.059,8.062,2.2,7.2,28.10,28.11,47.523,6.965
24-01-22/16-03-08.612,8.059,8.061,2.2,10.0,28.10,28.11,11.792,9.020
24-01-22/16-03-11.593,8.060,8.063,1.5,37.8,28.10,28.11,11.792,11.954
24-01-22/16-03-14.763,8.060,8.062,20.1,1.7,28.10,28.11,11.080,17.804
24-01-22/16-03-17.684,8.059,8.062,2.2,3.5,28.10,28.11,10.911,20.026
24-01-22/16-03-17.684,8.059,8.062,2.2,3.5,28.10,28.11,10.911,25.146
24-01-22/16-03-23.750,8.059,8.062,2.9,3.5,28.10,28.11,12.938,25.146
24-01-22/16-03-25.869,8.059,8.061,21.5,0.9,28.10,28.11,12.938,25.018
24-01-22/16-03-29.336,8.059,8.061,21.5,0.9,28.10,28.11,12.938,25.018
24-01-22/16-03-29.336,8.059,8.061,21.5,0.9,28.10,28.11,13.852,25.018
24-01-22/16-03-34.784,8.059,8.061,23.9,3.3,28.10,28.11,21.215,23.454
24-01-22/16-03-36.540,8.059,8.061,23.9,3.4,28.10,28.11,21.215,23.454
24-01-22/16-03-41.589,8.059,8.061,26.8,3.4,28.10,28.11,21.215,23.454
24-01-22/16-03-44.518,8.061,8.065,14.6,24.9,28.10,28.11,26.201,20.782
24-01-22/16-03-47.764,8.063,8.064,1.4,1.2,28.10,28.11,29.759,20.782
24-01-22/16-03-50.335,8.063,8.065,12.6,24.9,28.10,28.11,26.201,21.849
24-01-22/16-03-52.069,8.063,8.065,25.1,24.9,28.10,28.11,37.899,21.849
24-01-22/16-03-56.701,8.064,8.066,21.4,2.5,28.11,28.12,43.325,6.892
24-01-22/16-03-59.608,8.064,8.067,21.4,140.8,28.11,28.12,39.275,9.211
24-01-22/16-04-02.237,8.064,8.067,22.6,140.8,28.12,28.13,6.203,83.544
24-01-22/16-04-05.694,8.071,8.074,19.3,32.5,28.12,28.13,34.567,3.965
24-01-22/16-04-08.766,8.071,8.072,22.0,34.3,28.12,28.13,50.650,6.776
24-01-22/16-04-11.897,8.071,8.072,22.0,40.5,28.13,28.14,48.794,10.463
24-01-22/16-04-14.881,8.071,8.074,20.9,61.6,28.13,28.14,47.348,11.110
24-01-22/16-04-17.011,8.071,8.074,20.9,61.6,28.13,28.14,47.348,12.570
24-01-22/16-04-20.683,8.071,8.074,20.9,61.6,28.13,28.14,47.348,14.714
24-01-22/16-04-23.591,8.071,8.074,22.7,61.6,28.13,28.14,23.057,36.401
24-01-22/16-04-26.496,8.070,8.073,1.4,9.7,28.13,28.14,23.043,42.323
24-01-22/16-04-29.757,8.068,8.070,11.2,1.3,28.11,28.12,71.352,3.802
24-01-22/16-04-32.462,8.067,8.070,14.9,1.3,28.11,28.12,71.352,7.522
24-01-22/16-04-35.535,8.067,8.070,14.9,12.5,28.11,28.12,74.472,10.453
24-01-22/16-04-37.875,8.067,8.070,14.9,12.5,28.11,28.12,74.472,15.991
24-01-22/16-04-41.385,8.063,8.065,42.5,1.3,28.11,28.12,37.969,19.546
24-01-22/16-04-44.584,8.066,8.068,11.2,1.6,28.11,28.12,3.307,30.239
24-01-22/16-04-47.769,8.069,8.071,8.4,13.4,28.11,28.12,3.895,33.681
24-01-22/16-04-49.384,8.068,8.070,19.9,36.9,28.11,28.12,20.239,20.324
24-01-22/16-04-52.529,8.068,8.070,14.2,38.8,28.11,28.12,20.426,20.324
24-01-22/16-04-54.997,8.069,8.070,3.5,36.5,28.11,28.12,7.629,23.879
24-01-22/16-04-58.862,8.069,8.070,3.5,36.5,28.11,28.12,10.786,20.335
24-01-22/16-05-01.913,8.069,8.070,3.5,36.5,28.11,28.12,10.786,23.890
24-01-22/16-05-05.694,8.066,8.068,11.2,9.9,28.11,28.12,5.423,38.104
24-01-22/16-05-08.690,8.067,8.068,23.9,1.9,28.10,28.11,0.641,39.998
24-01-22/16-05-11.518,8.062,8.066,16.9,10.0,28.09,28.10,4.196,16.267
24-01-22/16-05-14.753,8.062,8.065,3.0,18.5,28.09,28.10,4.196,20.825
24-01-22/16-05-17.805,8.061,8.065,39.4,18.6,28.09,28.10,3.655,20.825
24-01-22/16-05-19.779,8.061,8.064,39.4,11.2,28.09,28.10,2.760,23.810
24-01-22/16-05-23.384,8.061,8.064,1.8,28.1,28.09,28.10,1.159,32.070
24-01-22/16-05-26.829,8.059,8.062,8.6,1.9,28.08,28.09,79.395,1.467
24-01-22/16-05-29.825,8.059,8.061,4.7,2.0,28.08,28.09,30.021,5.495
24-01-22/16-05-31.171,8.059,8.061,4.7,4.2,28.08,28.09,37.186,18.362
24-01-22/16-05-35.896,8.058,8.059,8.5,13.1,28.08,28.09,32.802,21.611
24-01-22/16-05-38.825,8.056,8.058,53.5,2.3,28.07,28.08,0.684,31.424
24-01-22/16-05-41.752,8.059,8.060,0.9,11.2,28.07,28.08,19.185,12.233
24-01-22/16-05-43.750,8.059,8.062,9.6,2.9,28.07,28.08,19.185,12.233
24-01-22/16-05-47.510,8.059,8.062,9.6,2.9,28.07,28.08,0.362,18.406
24-01-22/16-05-50.534,8.059,8.061,8.7,10.0,28.07,28.08,12.617,24.139
24-01-22/16-05-53.212,8.056,8.059,52.2,11.2,28.07,28.08,12.255,36.282
24-01-22/16-05-56.225,8.056,8.060,72.4,14.3,28.07,28.08,17.780,26.210
24-01-22/16-05-59.694,8.057,8.060,27.8,1.9,28.07,28.08,18.730,26.397
24-01-22/16-06-01.390,8.057,8.060,18.6,13.1,28.08,28.09,8.757,60.992
24-01-22/16-06-05.894,8.060,8.063,20.1,10.5,28.09,28.10,2.117,93.131
24-01-22/16-06-07.927,8.060,8.063,20.1,10.4,28.09,28.10,2.117,102.473
24-01-22/16-06-11.761,8.060,8.063,20.1,10.4,28.09,28.10,14.914,90.852
24-01-22/16-06-13.698,8.060,8.063,20.1,10.4,28.09,28.10,2.473,29.072
24-01-22/16-06-16.954,8.061,8.063,4.2,10.0,28.09,28.10,2.473,29.072
24-01-22/16-06-18.708,8.062,8.063,12.7,10.0,28.09,28.10,2.473,29.072
24-01-22/16-06-22.622,8.062,8.064,12.7,12.7,28.09,28.10,2.473,29.991
24-01-22/16-06-26.221,8.062,8.063,12.7,0.9,28.09,28.10,2.473,22.327
24-01-22/16-06-29.511,8.062,8.064,12.7,6.8,28.09,28.10,2.473,22.514
24-01-22/16-06-32.710,8.059,8.063,28.6,10.0,28.09,28.10,14.914,23.074
24-01-22/16-06-35.845,8.059,8.063,41.0,10.0,28.09,28.10,15.893,23.074
24-01-22/16-06-37.865,8.059,8.063,49.5,16.6,28.10,28.11,9.814,26.521
24-01-22/16-06-41.829,8.059,8.063,49.5,16.6,28.10,28.11,9.814,5.244
24-01-22/16-06-42.532,8.059,8.063,61.9,16.6,28.10,28.11,14.731,13.217
24-01-22/16-06-47.509,8.064,8.065,48.4,11.2,28.10,28.11,14.731,20.450
24-01-22/16-06-49.698,8.065,8.066,31.0,76.1,28.10,28.11,17.200,22.290
24-01-22/16-06-53.271,8.067,8.069,32.8,51.0,28.11,28.12,40.246,6.752
24-01-22/16-06-56.279,8.067,8.068,29.8,10.0,28.11,28.12,40.246,9.234
24-01-22/16-06-59.610,8.067,8.068,29.8,10.0,28.11,28.12,52.938,9.234
24-01-22/16-07-02.411,8.069,8.070,41.0,140.5,28.12,28.13,32.205,15.434
24-01-22/16-07-04.576,8.069,8.070,50.7,114.6,28.12,28.13,27.472,17.047
24-01-22/16-07-08.124,8.069,8.070,50.6,31.9,28.12,28.13,30.356,20.008
24-01-22/16-07-11.556,8.073,8.074,47.1,4.4,28.13,28.14,30.635,81.887
24-01-22/16-07-14.855,8.072,8.074,11.2,7.6,28.13,28.14,10.615,105.527
24-01-22/16-07-17.013,8.071,8.074,16.4,7.6,28.13,28.14,14.478,99.752
24-01-22/16-07-19.732,8.072,8.074,10.0,7.6,28.13,28.14,13.578,74.260
24-01-22/16-07-23.693,8.072,8.074,10.0,7.6,28.13,28.14,13.578,113.685
24-01-22/16-07-26.521,8.074,8.075,18.5,72.7,28.14,28.15,48.980,45.357
24-01-22/16-07-29.706,8.073,8.075,18.5,39.2,28.14,28.15,49.208,47.169
24-01-22/16-07-32.578,8.073,8.075,18.5,7.8,28.14,28.15,49.208,13.319
24-01-22/16-07-35.856,8.073,8.075,18.5,7.8,28.14,28.15,51.219,17.207
24-01-22/16-07-38.567,8.073,8.075,8.9,9.3,28.14,28.15,21.360,17.207
24-01-22/16-07-41.569,8.073,8.075,11.2,7.8,28.14,28.15,24.102,17.207
24-01-22/16-07-44.345,8.075,8.076,14.2,96.8,28.14,28.15,24.346,16.328
24-01-22/16-07-46.424,8.074,8.076,19.6,68.0,28.14,28.15,28.254,16.328
24-01-22/16-07-50.863,8.072,8.075,51.8,11.3,28.14,28.15,24.059,38.916
24-01-22/16-07-53.602,8.072,8.075,51.8,10.0,28.14,28.15,33.696,39.806
24-01-22/16-07-54.691,8.072,8.075,51.8,10.0,28.14,28.15,33.696,18.119
24-01-22/16-07-58.898,8.073,8.075,18.5,10.0,28.14,28.15,36.546,18.119
24-01-22/16-08-01.927,8.072,8.074,44.0,10.0,28.14,28.15,31.408,18.119
24-01-22/16-08-05.544,8.073,8.075,16.7,10.0,28.15,28.16,50.918,2.241
24-01-22/16-08-05.544,8.073,8.075,16.7,10.0,28.15,28.16,28.768,7.410
24-01-22/16-08-11.762,8.073,8.076,12.9,86.5,28.15,28.16,35.328,6.830
24-01-22/16-08-14.837,8.072,8.075,62.5,12.6,28.15,28.16,35.328,15.011
24-01-22/16-08-17.831,8.072,8.075,62.5,16.8,28.15,28.16,37.367,15.011
24-01-22/16-08-20.754,8.075,8.077,58.2,30.8,28.16,28.17,72.298,6.374
24-01-22/16-08-23.647,8.076,8.078,19.3,1.8,28.16,28.17,75.848,8.678
24-01-22/16-08-24.679,8.077,8.079,18.5,89.1,28.17,28.18,50.672,25.472
24-01-22/16-08-29.703,8.077,8.080,19.7,68.6,28.18,28.19,43.015,42.103
24-01-22/16-08-32.727,8.080,8.081,9.1,172.9,28.19,28.20,27.961,162.625
24-01-22/16-08-35.916,8.080,8.082,13.5,6.5,28.19,28.20,19.473,101.209
24-01-22/16-08-38.506,8.081,8.083,48.2,13.5,28.19,28.20,21.499,101.209
24-01-22/16-08-41.695,8.084,8.086,30.1,10.0,28.20,28.21,40.443,154.685
24-01-22/16-08-44.582,8.084,8.086,7.7,1.7,28.20,28.21,11.311,141.547
24-01-22/16-08-47.473,8.085,8.087,7.7,50.8,28.20,28.21,15.677,163.234
24-01-22/16-08-50.773,8.085,8.087,72.8,49.2,28.20,28.21,38.612,138.370
24-01-22/16-08-53.590,8.087,8.089,87.1,47.4,28.20,28.21,57.452,61.970
24-01-22/16-08-56.847,8.089,8.090,82.0,278.5,28.21,28.22,22.026,73.773
24-01-22/16-08-59.471,8.090,8.091,11.1,3.6,28.21,28.22,26.292,74.308
24-01-22/16-09-02.714,8.090,8.091,10.4,7.4,28.20,28.21,13.941,2.731
24-01-22/16-09-05.614,8.086,8.088,1.4,13.5,28.19,28.20,45.443,26.544
24-01-22/16-09-08.784,8.087,8.090,1.2,11.9,28.19,28.20,51.048,11.163
24-01-22/16-09-11.577,8.088,8.090,10.0,20.4,28.19,28.20,51.899,13.269
24-01-22/16-09-14.848,8.085,8.087,12.8,28.5,28.18,28.19,25.608,23.012
24-01-22/16-09-17.669,8.084,8.086,1.3,21.4,28.18,28.19,4.552,23.012
24-01-22/16-09-20.427,8.086,8.090,28.9,11.1,28.19,28.20,23.593,5.284
24-01-22/16-09-23.698,8.094,8.096,11.1,4.4,28.20,28.21,31.869,0.890
24-01-22/16-09-26.890,8.096,8.098,18.5,26.3,28.20,28.21,46.133,6.774
24-01-22/16-09-29.710,8.095,8.098,28.5,26.3,28.20,28.21,52.515,8.677
24-01-22/16-09-32.421,8.098,8.099,9.5,11.1,28.22,28.23,56.806,4.024
24-01-22/16-09-35.749,8.099,8.100,6.2,62.4,28.22,28.23,56.493,5.992
24-01-22/16-09-38.700,8.096,8.099,32.5,1.8,28.22,28.23,76.557,26.800
24-01-22/16-09-41.636,8.098,8.099,3.2,11.1,28.21,28.22,41.869,1.802
24-01-22/16-09-44.727,8.096,8.098,11.1,1.8,28.21,28.22,23.475,15.255
24-01-22/16-09-47.405,8.098,8.100,207.8,6.7,28.21,28.22,28.641,15.255
24-01-22/16-09-50.921,8.099,8.101,9.9,5.8,28.21,28.22,33.314,16.732
24-01-22/16-09-53.713,8.098,8.100,209.3,17.4,28.21,28.22,32.475,16.732
24-01-22/16-09-56.664,8.095,8.098,18.5,1.3,28.20,28.21,31.471,38.371
24-01-22/16-09-59.609,8.096,8.099,9.9,3.0,28.20,28.21,13.029,12.426
24-01-22/16-10-02.390,8.097,8.100,29.7,10.0,28.21,28.22,50.284,3.179
24-01-22/16-10-04.947,8.097,8.100,17.1,10.0,28.21,28.22,50.284,7.749
24-01-22/16-10-07.367,8.097,8.100,23.1,28.5,28.21,28.22,15.660,21.569
24-01-22/16-10-10.748,8.097,8.100,23.1,28.5,28.21,28.22,15.660,14.481
24-01-22/16-10-13.729,8.095,8.099,38.5,1.8,28.21,28.22,14.740,25.108
24-01-22/16-10-16.854,8.095,8.099,77.2,8.7,28.20,28.21,32.854,35.034
24-01-22/16-10-20.327,8.095,8.098,1.7,26.5,28.20,28.21,9.841,6.823
24-01-22/16-10-23.093,8.094,8.097,10.0,3.1,28.20,28.21,9.835,12.915
24-01-22/16-10-26.744,8.094,8.097,10.0,3.1,28.21,28.22,57.505,11.386
24-01-22/16-10-29.656,8.097,8.101,20.2,1.7,28.20,28.21,9.223,5.318
24-01-22/16-10-32.258,8.098,8.101,19.8,1.7,28.21,28.22,3.290,41.424
24-01-22/16-10-35.685,8.100,8.103,9.8,18.5,28.20,28.21,73.261,39.428
24-01-22/16-10-35.685,8.100,8.103,9.8,18.5,28.20,28.21,75.139,7.644
24-01-22/16-10-40.534,8.100,8.103,46.5,4.3,28.20,28.21,71.594,8.179
24-01-22/16-10-44.285,8.101,8.103,25.4,4.3,28.20,28.21,71.594,9.849
24-01-22/16-10-47.176,8.100,8.103,1.5,12.3,28.20,28.21,10.682,9.849
24-01-22/16-10-50.696,8.102,8.103,10.0,7.3,28.21,28.22,12.438,16.516
