24-02-15/04-00-02.411,8.313,8.314,18.0,1.5,28.45,28.46,255.429,52.676
24-02-15/04-00-05.713,8.313,8.315,14.8,206.2,28.45,28.46,246.623,35.975
24-02-15/04-00-08.148,8.313,8.314,3.8,14.2,28.45,28.46,262.858,40.037
24-02-15/04-00-11.312,8.314,8.315,24.7,258.4,28.45,28.46,239.407,31.755
24-02-15/04-00-12.870,8.314,8.315,24.7,276.4,28.45,28.46,180.777,39.709
24-02-15/04-00-16.281,8.314,8.315,28.2,276.4,28.45,28.46,124.086,76.277
24-02-15/04-00-20.281,8.314,8.315,28.2,288.4,28.43,28.44,114.375,38.664
24-02-15/04-00-23.411,8.313,8.314,37.9,45.7,28.43,28.44,78.214,97.014
24-02-15/04-00-26.509,8.313,8.314,6.9,60.8,28.43,28.44,53.313,104.922
24-02-15/04-00-29.222,8.313,8.314,5.1,64.4,28.43,28.44,37.750,93.708
24-02-15/04-00-32.509,8.312,8.314,1.4,66.0,28.43,28.44,41.333,79.644
24-02-15/04-00-35.572,8.311,8.312,1.4,37.9,28.43,28.44,48.252,46.263
24-02-15/04-00-38.452,8.311,8.312,1.4,14.8,28.43,28.44,40.672,34.840
24-02-15/04-00-41.258,8.311,8.313,4.0,18.6,28.43,28.44,26.413,38.108
24-02-15/04-00-44.274,8.312,8.313,33.5,36.6,28.43,28.44,7.814,57.447
24-02-15/04-00-47.432,8.312,8.313,35.8,48.6,28.43,28.44,7.578,81.913
24-02-15/04-00-50.425,8.312,8.313,241.3,211.8,28.42,28.43,53.335,63.351
24-02-15/04-00-51.781,8.312,8.313,241.3,211.6,28.42,28.43,53.335,76.884
24-02-15/04-00-55.684,8.312,8.313,211.5,145.3,28.42,28.43,15.128,73.956
24-02-15/04-00-58.927,8.312,8.313,212.5,103.1,28.42,28.43,8.033,88.028
24-02-15/04-01-02.590,8.312,8.313,171.4,114.6,28.42,28.43,8.371,125.309
24-02-15/04-01-05.679,8.310,8.312,47.2,27.4,28.42,28.43,8.371,125.309
24-02-15/04-01-08.366,8.310,8.311,48.1,44.2,28.41,28.42,14.754,78.257
24-02-15/04-01-11.567,8.302,8.303,2.1,1.7,28.39,28.40,51.777,72.593
24-02-15/04-01-13.674,8.301,8.303,1.7,1.7,28.39,28.40,76.504,10.144
24-02-15/04-01-17.243,8.301,8.302,3.3,25.2,28.39,28.40,64.957,17.474
24-02-15/04-01-20.212,8.298,8.299,18.5,2.4,28.39,28.40,55.547,13.268
24-02-15/04-01-23.272,8.296,8.298,32.7,1.4,28.39,28.40,37.205,31.761
