24-01-26/04-00-03.097,7.634,7.635,0.1,178.4,26.98,26.99,33.026,15.011
24-01-26/04-00-05.330,7.634,7.635,6.6,19.6,26.99,27.00,21.464,129.784
24-01-26/04-00-06.279,7.634,7.635,3.2,19.6,26.98,26.99,68.386,16.121
24-01-26/04-00-11.816,7.636,7.637,6.7,19.6,26.99,27.00,13.263,124.912
24-01-26/04-00-15.117,7.634,7.635,3.9,31.8,26.98,26.99,11.526,16.864
24-01-26/04-00-17.992,7.631,7.632,3.4,12.2,26.98,26.99,6.777,23.679
24-01-26/04-00-21.239,7.630,7.632,141.2,12.2,26.98,26.99,6.777,1.549
24-01-26/04-00-23.370,7.630,7.632,91.9,15.6,26.97,26.98,34.351,8.149
24-01-26/04-00-25.701,7.630,7.632,88.8,12.2,26.98,26.99,16.041,84.305
24-01-26/04-00-29.993,7.626,7.627,13.0,35.2,26.98,26.99,15.184,61.918
24-01-26/04-00-33.211,7.624,7.625,57.6,12.2,26.97,26.98,7.406,90.286
24-01-26/04-00-36.070,7.623,7.624,2.4,34.8,26.96,26.97,7.438,28.618
24-01-26/04-00-39.173,7.614,7.616,93.8,11.4,26.95,26.96,20.399,12.976
24-01-26/04-00-41.758,7.620,7.621,158.4,11.3,26.96,26.97,12.975,30.064
24-01-26/04-00-44.895,7.623,7.624,3.4,5.2,26.97,26.98,22.234,15.065
24-01-26/04-00-47.589,7.623,7.624,17.7,5.2,26.97,26.98,21.642,15.277
24-01-26/04-00-51.188,7.623,7.624,17.3,6.5,26.97,26.98,5.910,13.909
24-01-26/04-00-53.735,7.623,7.624,21.8,6.5,26.97,26.98,1.005,28.008
24-01-26/04-00-56.873,7.623,7.624,21.5,26.1,26.97,26.98,1.005,48.931
24-01-26/04-00-59.569,7.623,7.624,20.9,26.1,26.96,26.97,7.257,21.810
24-01-26/04-01-02.976,7.623,7.624,7.6,25.1,26.96,26.97,7.257,24.521
24-01-26/04-01-05.100,7.620,7.621,73.4,27.2,26.95,26.96,4.552,15.766
24-01-26/04-01-08.737,7.620,7.621,73.4,28.5,26.94,26.95,79.129,0.609
24-01-26/04-01-11.980,7.616,7.617,7.7,0.8,26.94,26.95,35.304,11.213
